date,endDate,incompleteResultLabel,resultId,device,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16.1,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q16.8,Q16.9,Q16.10,Q16.11,Q16.12,Q16.13,Q16.14,Q16.15,Q17.1,Q17.2,Q17.3,Q17.4,Q17.5,Q17.6,Q17.7,Q17.7.1,Q18,Q18.1.1,Q19,Q20,Q21,Q22,Q23,Q24,VAR00006,VAR00005,VAR00004,VAR00003,VAR00002,VAR00001,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57.1,Q57.2,Q57.3,Q57.4,Q58,Q59,Q60,Q61,Q62,Q63,Q64.1,Q64.2,Q64.3,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q72.10,Q72.11,Q72.11.1,Q73.1,Q73.2,Q73.3,Q73.4,Q73.5,Q73.6,Q73.7,Q73.8,Q73.9,Q73.10,Q73.11,Q73.11.1,Q74,Q75,Q76.1,Q76.2,Q76.3,Q76.4,Q76.5,Q76.6,Q76.7,Q76.7.1,Q77,Q78,Q79.1,Q79.2,Q79.3,Q79.4,Q79.5,Q79.6,Q79.7,Q79.7.1,Q80,Q81,Q81.1.1,Q82,Q82.1.1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q97.1.1,Q98,Q99,Q100.1,Q100.2,Q100.3,Q101,Q101.1.1,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112
2023-11-23T09:57:11Z,2023-11-23T10:04:32Z,False,46058746,aemtablet10,4832,7,7,Igual,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,10,10,10,10,10,10,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,9,9,9,10,10,10,7,Si,No,10,10,No hubo apagones,Si,No,1,10,3,Si,Si,3,5,5,5,No,NA,,5,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,7,10,8,Nunca,Mucho,Mucho,Mucho,la x,1,No,NA,NA,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,Gobierno Federal,7,6,1,10,No,No,No,Sí,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,50,45 a 59 anos,Empleado empresa privada,Primaria terminada,No,NA,,"$2,186.88 a $4,373.74",,fernando baeza,Si
2023-11-23T10:20:50Z,2023-11-23T10:29:02Z,False,46058747,aemtablet10,4832,7,7,Mejorado algo,No les alcanza y tienen dificultades,Sí,9,,Privada,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,NA,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Servicio medico privado/particulares,,8,9,3,7,9,7,Satisfecho,Satisfecho,Satisfecho,Algo satisfecho,Satisfecho,Algo satisfecho,7,7,7,8,10,10,7,No,NA,,9,No hubo apagones,No,NA,,10,3,No,NA,,8,9,7,No,NA,,5,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Muchas veces,Poco,Poco,Poco,la puerta,1,Sí,1,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Nada,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,7,6,5,9,No,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,36,30 a 44 anos,Hogar,Universidad terminada,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,fernando bza,Si
2023-11-23T10:12:59Z,2023-11-23T10:19:43Z,False,46058748,aemtablet10,4832,7,7,Empeorado algo,No les alcanza y tienen dificultades,Sí,9,,Publica,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,NA,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Servicio medico privado/particulares,,9,9,9,9,8,9,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Algo satisfecho,5,7,5,9,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,10,10,8,No,NA,,3,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Pocas veces,Mucho,Mucho,Mucho,la x,2,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,7,6,7,9,Sí,Sí,Sí,Sí,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,32,30 a 44 anos,Cuenta propia/Autoempleador,Secundaria incompleta,No,NA,,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T10:29:51Z,2023-11-23T10:37:26Z,False,46058749,aemtablet10,4832,7,7,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,9,8,9,9,6,Satisfecho,Satisfecho,Algo satisfecho,Algo satisfecho,Muy satisfecho,Algo satisfecho,8,8,8,8,8,6,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,8,8,7,No,NA,,5,No,NA,,7,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,NA,Sí,NA,NA,1,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,7,1,5,9,Sí,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,50,45 a 59 anos,Empleado empresa privada,Secundaria terminada,No,NA,,"$2,186.88 a $4,373.74",,fernando barza,Si
2023-11-23T10:04:43Z,2023-11-23T10:12:55Z,False,46058750,aemtablet10,5205,9,7,Mejorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,10,10,6,8,9,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,8,8,8,8,10,10,7,No,NA,,10,No hubo apagones,No,NA,,9,3,No,NA,,10,10,8,No,NA,,5,Si,No,5,5,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Algunas veces,Mucho,Mucho,Mucho,benito juarez,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Servicios basicos,,Corrupcion,,Nada,No,,,Media,Gobierno Federal,8,8,8,8,Sí,Sí,Sí,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,80,60 anos o más,Jubilado/Pensionado,Analfabeta,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,fernando bza,Si
2023-11-23T10:43:24Z,2023-11-23T10:49:02Z,False,46058751,aemtablet10,5205,9,7,Igual,No les alcanza y tienen grandes dificultades,Sí,9,,Publica,No hay ninguna persona en educacion media,,NA,No hay ninguna persona en educacion superior,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,9,8,6,8,10,9,Algo satisfecho,Algo satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,8,8,8,9,9,10,7,No,NA,,10,No hubo apagones,No,NA,,10,2,No,NA,,9,9,7,No,NA,,7,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la puerta,1,No,NA,NA,NA,Si,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Corrupcion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,7,7,7,8,Sí,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,22,18 a 29 anos,Estudiante que trabaja,Preparatoria incompleta,No,NA,,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T09:34:22Z,2023-11-23T09:43:26Z,False,46058752,aemtablet10,5205,9,7,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,10,10,10,5,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,8,8,8,10,10,7,7,No,NA,,10,No hubo apagones,No,NA,,9,3,No,NA,,5,1,5,No,NA,,1,No,NA,,6,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,7,8,No hay espacios para personas con discapacidad en el area,Algunas veces,Algo,Poco,Mucho,la x,NA,No,NA,NA,NA,Si,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Media,La misma ciudadanía,5,5,5,7,No,Sí,Sí,Sí,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,62,60 anos o más,Empleado empresa privada,Universidad terminada,No,NA,,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T09:45:00Z,2023-11-23T09:54:47Z,False,46058753,aemtablet10,5205,9,7,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,Selected,NA,,Servicio medico privado/particulares,,9,9,9,8,8,8,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,8,8,8,9,10,9,7,No,NA,,10,No hubo apagones,No,NA,,6,2,No,NA,,1,4,8,No,NA,,6,No,NA,,6,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,7,7,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Mucho,la x,7,Sí,NA,1,1,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Algo,No,,,Media,La misma ciudadanía,5,5,5,10,No,Sí,No,No,Basureros/tiraderos clandestinos (en casas/terrenos),,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,56,45 a 59 anos,Empleador/empresario,Preparatoria terminada,No,NA,,"$8,747.49 a $10,934.35",,fernando bza,Si
2023-11-23T10:37:29Z,2023-11-23T10:43:17Z,False,46058754,aemtablet10,5205,9,7,Mejorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,7,5,8,6,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,7,7,5,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,5,5,7,No,NA,,5,No,NA,,7,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,benito juarez,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Selected,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,5,4,6,9,No,No,Sí,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,68,60 anos o más,Empleador/empresario,Primaria terminada,Si,"$0.00 a $2,186.87",,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T11:18:13Z,2023-11-23T11:25:26Z,True,46058755,aemtablet10,5205,9,7,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,9,9,9,7,7,6,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,6,6,8,10,10,10,7,No,NA,,10,No hubo apagones,No,NA,,9,2,No,NA,,9,9,8,No,NA,,5,No,NA,,7,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,6,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la puerta,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Media,La misma ciudadanía,7,6,6,7,Sí,Sí,Sí,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,71,60 anos o más,Jubilado/Pensionado,Analfabeta,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,fernando bza,Si
2023-11-23T10:49:05Z,2023-11-23T10:55:33Z,False,46058757,aemtablet10,5205,9,7,Empeorado algo,Les alcanza bien y pueden ahorrar,No,,,NA,,,NA,,,NA,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,8,8,5,6,9,6,Algo satisfecho,Algo satisfecho,Satisfecho,Satisfecho,Algo satisfecho,Muy satisfecho,8,7,8,10,5,10,7,No,NA,,7,No hubo apagones,No,NA,,10,3,No,NA,,8,8,6,No,NA,,5,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Pocas veces,Bastante,Bastante,Algo,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Inseguridad/Violencia,,Drogadiccion,,Nada,No,,,Media,La misma ciudadanía,5,5,4,8,Sí,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,20,18 a 29 anos,Empleado empresa privada,Preparatoria terminada,Si,"$2,186.88 a $4,373.74",,"$4,373.75 a $6,560.61",,fernando bza,Si
2023-11-23T11:25:42Z,2023-11-23T11:34:52Z,False,46058758,aemtablet10,5205,9,7,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,8,8,7,8,8,10,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10,10,8,10,10,10,7,No,NA,,7,Al menos una vez al mes,No,NA,,10,3,No,NA,,7,6,7,No,NA,,2,No,NA,,4,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,6,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,NA,Sí,NA,NA,1,Si,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Selected,NA,NA,NA,NA,Selected,NA,NA,Selected,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Algo,Inseguridad/Violencia,,Drogadiccion,,Poco,Sí,municipsles,mataron s su hijo,Media,Gobierno Municipal,8,7,9,7,Sí,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,48,45 a 59 anos,Cuenta propia/Autoempleador,Secundaria terminada,No,NA,,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T09:35:11Z,2023-11-23T09:43:00Z,False,46058759,aemtablet14,5205,9,6,Empeorado algo,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,6,5,7,8,7,7,Algo satisfecho,Algo satisfecho,Poco satisfecho,Algo satisfecho,Satisfecho,Muy satisfecho,8,7,7,6,10,10,7,No,NA,,8,No hubo apagones,No,NA,,9,3,No,NA,,9,8,7,No,NA,,7,No,NA,,8,8,3,3,3,3,No cuenta con unidades deportivas,No cuenta con bibliotecas,10,8,No hay espacios para personas con discapacidad en el area,Nunca,Bastante,Bastante,Bastante,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Pobreza,,Inseguridad/Violencia,,Poco,No,,,Alta,"Escuelas (primaria, secundaria, preparatoria)",5,5,6,7,No,No,No,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,36,30 a 44 anos,Empleado empresa privada,Secundaria terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,Fernando baeza,Si
2023-11-23T11:08:07Z,2023-11-23T11:17:51Z,False,46058760,aemtablet10,5205,9,7,Empeorado algo,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Servicio medico privado/particulares,,10,10,10,9,9,9,NA,NA,NA,NA,NA,NA,8,10,9,9,10,No cuenta con servicio de drenaje y alcantarillado,7,No,NA,,5,Al menos una vez al mes,Si,Si,5,10,3,No,NA,,8,9,8,No,NA,,4,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,8,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Selected,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,7,7,5,5,Sí,Sí,Sí,Sí,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,61,60 anos o más,Jubilado/Pensionado,Secundaria terminada,Si,"$0.00 a $2,186.87",,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T10:56:10Z,2023-11-23T11:07:22Z,False,46058761,aemtablet10,5205,9,7,Igual,No les alcanza y tienen dificultades,No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,Médicos de farmacias/genericos,,9,9,9,8,10,8,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,5,6,7,9,10,10,7,No,NA,,10,No hubo apagones,No,NA,,10,3,No,NA,,7,9,8,No,NA,,8,No,NA,,8,No hay areas verdes y espacios publicos cerca de mi casa,NA,NA,NA,NA,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Muchas veces,Poco,Nada,Nada,la x,1,Sí,2,NA,2,Si,NA,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Poco,Inseguridad/Violencia,,Drogadiccion,,Poco,No,,,Media,La misma ciudadanía,5,5,5,9,No,No,No,No,Terrenos baldios,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Mujer,,33,30 a 44 anos,Cuenta propia/Autoempleador,Preparatoria terminada,Si,"$0.00 a $2,186.87",,"$2,186.88 a $4,373.74",,fernando bza,Si
2023-11-23T10:00:42Z,2023-11-23T10:10:02Z,False,46058762,aemtablet14,5205,9,6,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,10,10,10,10,10,10,Satisfecho,Algo satisfecho,Satisfecho,Satisfecho,Algo satisfecho,Muy satisfecho,10,10,10,10,9,10,7,No,NA,,9,No hubo apagones,No,NA,,10,3,No,NA,,9,10,10,No,NA,,10,No,NA,,10,10,5,5,5,5,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,7,No hay espacios para personas con discapacidad en el area,Nunca,Mucho,Mucho,Mucho,la x,1,No,NA,NA,NA,Si,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Mucho,Drogadiccion,,Inseguridad/Violencia,,Nada,No,,,Media,La misma ciudadanía,5,5,7,7,No,No,No,Sí,Calles sucias/basura en calles,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,84,60 anos o más,Jubilado/Pensionado,Primaria terminada,Si,"$0.00 a $2,186.87",,"$0.00 a $2,186.87",,Fernando baeza,Si
2023-11-23T10:38:07Z,2023-11-23T10:44:32Z,False,46058763,aemtablet14,5205,9,6,Igual,"Les alcanza justo, sin grandes dificultades",No,,,NA,,,NA,,,NA,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Selected,NA,NA,NA,NA,NA,NA,,IMSS,,9,8,8,9,8,9,Algo satisfecho,Algo satisfecho,Satisfecho,Algo satisfecho,Satisfecho,Satisfecho,8,8,9,7,8,8,7,No,NA,,9,No hubo apagones,No,NA,,9,3,No,NA,,9,9,8,No,NA,,7,No,NA,,8,9,4,4,5,6,No cuenta con unidades deportivas,No cuenta con bibliotecas,No cuenta con centros comunitarios,6,8,Nunca,Algo,Bastante,Bastante,ciudad,1,No,NA,NA,NA,Si,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Selected,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,No,,NA,NA,NA,NA,NA,NA,NA,,Poco,Servicios basicos,,Transporte publico,,Nada,No,,,Muy alta,Gobierno Municipal,8,6,8,7,Sí,Sí,No,No,Llantas tiradas,,No recodo sin apoyo visual,No recordó con apoyo visual,NA,NA,NA,Hombre,,41,30 a 44 anos,Cuenta propia/Autoempleador,Universidad terminada,Si,"$6,560.62 a $8,747.48",,"$8,747.49 a $10,934.35",,fernando baeza,No
